text,gender,rating
"You do n't have to be a kid to enjoy this film . This is one of those rare movies that both kids and adults can enjoy . It has something for everyone . Lots of clever situation comedy embedded in this coming-of-age wilderness drama . A few scary moments for the young ones , but nothing they ca n't handle . A few sprinkles of romance . Lots of dog-boy bonding . The ending is predictable for all but the very young , but delightful nonetheless . Best of all , it 's just a delightful movie free of violence , car chases , shoot-outs and antagonists ! This movie was engaging from start to finish . On par with < a href= '' http : www . amazon . com gp product B000065V3A '' > The Journey of Natty Gann < a > and < a href= '' http : www . amazon . com gp product B00006ZXSI '' > A Walk in the Clouds < a > .",m,1
"This is by far one of the best American Movies , that I have seen in a very long time . It was indeed a true American reality show .",m,1
"I have no words , really my wife would not stop mourn the end of the movie . intense , surprising , sad , happy , sentimental , inspiring , emotional ,",m,1
This is a fantastic movie for the whole family . The scenery was incredible in the movie .,m,1
"My family loved this adventure , especially my boys , 7 & 8 . We laughed , we cried , it became a part of us . . . . ;",m,1
"The movie still amazes and touches me even seeing it for the 3rd time . I want to see this movie everytime i remember my dog , Huck Finn - i can say he is also a yellow dog . The actors are great . The pictures are all natural .",m,1
"Growing up in the Pacific Northwest , young Angus McCormick Jesse Bradford has learned many survival skills . He 's just finishing up a nice canoe . And when he finds a stray dog , he adopts him and names him Yellow . Taking a few days off from school to accompany his dad , John Bruce Davison , on a supply run seems like a dream come true . But when they encounter a fierce storm , the boat they are in capsizes . John is quickly rescued , but the search and rescue teams ca n't find any trace of Angus or Yellow . The two have survives and are trying to find their way back to civilization . Will they be able to survive and be reunited with their family ? This movie is fairly standard and innocuous family fare . It is a little slow at times , especially in the beginning while things are set up . It is fairly predictable . But it is entertaining . Kids will enjoy it more than their parents . My biggest complaint was actually the short scenes . Many things are introduced and resolved too quickly , never giving any plot point time to be fully developed . At the same time , I did eventually get caught up in the emotions and found the ending satisfying . The film could have been much better but does grow on you . Do n't rush out to see it , but there 's no reason to avoid it either .",m,0
Our family really enjoys this movie . The story is not terribly predictable and the actors all do a solid job . Beautiful scenery and enough action to keep the little ones engaged . Should be on DVD . We 'll add it to our collection .,m,1
I disagree with the reviewers who said the movie was predictable and drawn out . It was a movie with heart and you could feel the main characters plight when he lost his companion . Being an animal lover I was pulling for the happy ending of Course . I am Disney 's biggest fan and I love this movie right along with the others . P . S . I am a Grandmother to eleven . Thank heavens for Disney Movies .,f,1
"I love dogs and I really wanted to love this film . Unfortunately I did n't find it quite as satisfying at most of the reviewers . Ca n't quite put my finger on it , but perhaps I did n't find the characters as likeable or convincing as some who saw this . Even the dog was not that interesting for some reason ; perhaps not one of the more attractive breeds . Also it seemed that they did n't spend enough time developing the bond between the boy and the dog . The movie is short ; not even 1 1 2 hours . It 's a great family movie and I think it is more suitable for young children than older ones who may find it boring . The younger ones might be a little upset near the end when the dog ca n't be rescued , but do n't worry as it has a happy ending . It 's an okay movie , but I expected a lot more . I like movies that BOTH kids and adults can enjoy like Shrek II . This is definately one mainly just for the kids . So many things that kids ca n't or should n't watch . This is one that anyone can watch , which is a big plus . Probably would have been better as a TV movie and would easily fit in a 2-hour timeframe with plenty of time for commercials .",m,0
"This movie was one of the worst I have ever seen . The acting was n't good , it was very predictable , and some parts of the plot were competly unnecessary . The worst bit of acting was when Yellow comes home , his owner has no expression when he sees him and does not look even remotely happy . If you want predictable , watch a survival movie . What happens , almost always , is a person gets lost in the wilderness in an accident , they struggle to survive , they are found , and then brought home . `` Far From Home '' is no exception . As for unnecessary , the whole `` romance '' part of this movie was badly done and not needed . The girl gives him cookies and kisses him when he comes home , and all the while , the boy of her affections remains pretty much obtuse . Also some parts of this movie might upset young children , such as the time he kills a rabbit and when Yellow ca n't be rescued . All in all , I would not advise anyone to see this movie ; in fact , I would warn against it .",f,0
"I wo n't claim to know all of the rappers that are contained in the movie but it is a good laugh much as `` Car 54 where are you ? `` with Rosi O is . Plus , Dennis Leary is great and `` Duff '' from MTV VJ around 1990-91 also makes a cameo . . . . . very cute ! I would recommend this movie for anyone that was a young adult around 1993 or to someone who wants a good laugh . MJ",m,1
"Very good movie . And unlike many Chinese movies , it does not have a totally sad ending where everyone , especially the hero , gets killed !",m,1
"Recording with an audience of less than 1 , 000 , this DVD feels like a club recording with it 's Dolby Ditigal and DTS audio sound . Host Mark McEwen gushes a tad much and the 'Live by Request ' gimmick is not original . Still , it manages to captivate . Fifteen songs one a medley of eight , five being from the last album , it 's a collection that defies the ear with the groups tight instrumentals and harmonies . & quot ; She Keep On Coming & quot ; and & quot ; You Should Be Dancing & quot ; rock the house , while & quot ; Sacred Trust & quot ; and & quot ; How Can You Mend A Broken Heart & quot ; lull the audience into a trance . This recording is unique in that there are plenty of star 'call-ins ' and lots of joking around . Its surprising to hear Barry sing , & quot ; Woman In Love & quot ; , but & quot ; Nights On Broadway & quot ; is , once again , cut far too short for a song that contains some of their best work . < p > This is as close as a great live recording gets and a DVD well worth owning . & quot ; One Night Only & quot ; is a great live recording as well , but nothing matches the intimacy of this presentation .",m,1
"This is an awesome concert because the Bee Gees are so relaxed and spontaneous ! It was even fun listening to the request call-ins . Some of the women said the same things I would have said if I had been able to view it live . Love those guys ! ! Also , they performed songs that are not in some of their other recorded concerts . I highly recommend this DVD !",f,1
Did not play well on my computer where I always play many of my DVD videos def not a PC problem but I had no problems playing on my home sorround system .,m,0
Kind of bogus request . Too much of their newest material . Get the One Night Only !,m,1
"This is an amazing video for those who are suffering . When life hurts most , when the bottom falls out , when tragedy strikes I need to know , `` Is there still hope for me ? `` Louie answers a resounding YES . He explores the topic of suffering better than anyone I 've heard . I was deeply inspired by this two-part video series . I recommend you buy it if you 're hurting .",m,1
"This is an awesome addition to your movie collection ! . . . A great tool to use to witness to others . All four are great and I think that you need all four . We own all four and even our children are interested in the series . They even repeat things that are stated in the serious . We are all amazed at the topics and images . You will have to see this for yourself . If you have viewed any of the others , Hope is a must view as well . There really are not any words to describe the experience of viewing Hope . Also there is no statement that can tell you the experience of owning all four to share with others . You never know when you may encounter someone who may need what is in this series and you to can use this series to win souls , and bring someone out of the darkness and into the light . Our souls have truly been blessed by this series . . . we plan to bless others when they visit us with this series . Go ahead and Bless yourself , family , and friends with this awesome series , make sure you get all four and view them all . We tried to view them in the order that they are listed inside of the dvd . I do n't know if it matters , as it is just what we did . Now we are waiting on the Blind side to come out . . Enjoy ! You wo n't be the same ! A treat for the whole family , friends , church family , and the neighborhood ! Do n't forget the popcorn ! We use the crazy popcorn popper it is awesome with movies or without ! This is one series that we are glad we did not pass by . . . all cultures will and should enjoy this ! Always watch what you do and say to others as you never know what they are going through , or the impact you will have on them , and you never know who you are entertaining . Keep up the Good Work Louie Giglio !",f,1
Louie has some of the most inspirational an thought provoking sermons I have ever heard . He is truly anointed !,m,1
"This is one of my all-time favorite movies for escaping from worldly work . Jim Caviezel and Guy Pierce have great chemistry and the trials of Edmond Dantes are laid out although too brief for me in historically correct detail . Even though this movie loosely follows Dumas ' book , the story has such a karmic ending that it always lifts my sprits .",f,1
Great Blu-ray DVD for the price ! The graphic and sound quality is excellent . The product was received less than 7 days and was well packaged .,f,1
"Start with great material like the classic book this film is based on , use a great director , pick great locations , assemble an incredible cast mixing well known with newer actors , and then adapt the book in a brilliant screenplay , and you end up with a movie like this that is everything a movie should be . Adventure , mystery , romance , action sequences , character and plot development , and humor are all combined into a masterpiece . The 1 , 000 page book by Dumas is , of course , a beloved classic with the theme of what would perfect revenge be like . The book has complicated twists and a darker tone with an ending that feels like a let down in many ways . Incredibly , the screenplay manages to summarize the book and include enough adaptations and a much more positive ending . I ca n't say enough good about this screenplay and how well this movie adapts an intricate novel that would be impossible to film if you kept strictly to the plot of the novel . The screenplay is perfectly balanced . If you have watched several current adventure movies where the lighting is so dark , the action so blurred , the characters so poorly developed , and the plot so weak that you are n't even sure who you are watching and why they are doing whatever it is they are doing on the screen , you will appreciate the pacing of this film with clear lighting and a sound track that even grandfather can understand . The acting is perfect with no grandiloquent flourishes but enough idiosyncracy that each character seems perfectly drawn . Caviezel just could n't be better as the lead character Dantes who is betrayed by his best friend who marries his girlfriend and sends him to prison for life . Dantes meets a wise prisoner with knowledge of a hidden fortune , played by the late Richard Harris , and eventually escapes and wreaks a carefully plotted revenge on each and every enemy who had wronged him . Without giving any more of the plot away , let me just say that this is the way movies should be and that the whole family will love this movie and watch it again and again as mine has . Available in several formats , and for a great price since this movie has been out for nearly 10 years , I definitely recommend this movie highly . Five stars .",m,1
"I should have read the book by now ! That 's what I was thinking as I was halfway through this particular version -- the only movie version I 've seen so far . The cast is okay , though I think the woman playing Mercedes needed to do a better job of enunciating . The hellhole of the prison was portrayed effectively , and I totally understand Dantes ' sp ? desire for revenge , although he does learn eventually that living just to get even is not the ideal way to live after all .",f,1
The movie was great I like it I actually ordered as a gift I already own it . The price was good and so was the delivery . Happy with the order .,m,1
Richard Harris and Guy Pearce made this movie great . All of the actors were superb and I think that the actual Chateau D'If was used . Superb in every way except not long enough .,m,1
Great movie . Saw it once and had to have it . Mail delivery was prompt .,m,1
"This is a well done movie of my favourite story to date . There 's some time spent in France and then it 's around the world in a tale that makes me shiver even now . Although the book of the same title by Alexander Dumus was where they got the name and stuff the story does come out a little better than the book in more ways than one . This is not an easy story to put on the silver screen and I think personally this version is the first one you should see . Boy has girl , boy has a friend , boy has his dreams come true . . . boy doing there . . . who me Tarzan ? While this movie adeptly manages to come off new and exiting in it 's production it still manages to fit in to the scheme of things from Hollywood and even to this day . Splendid acting by the cast and each stands out as if personally involved in the whole idea of the thing . The sets are over the top . There are some mansions and country-estates that make my mouth water even if because of the scene requiring dimly lit rooms .",m,1
"ACTION , ADVENTURE , INTRIGE , ROMANCE this movie has it all . This isJim 's finest film . . . he was better in this than the PASSION OF THE CHRIST . I have never read the book , but , I probably will now . There is no relaxing in this movie has it has a lot of twists . I am amazed that the casting Director could take 3 unknowns and cast them perfectly . In addition , the young man that played Jim 's son must be his brother , cousin , etc in real life because he looks just like him . The end is a little predicatable but very satisfying .",f,1
"This is one of the best films I have seen . It 's in great shape , I do n't remember , but it may have been new . It works perfectly , and I am so lucky to own it .",f,1
"The Count of Monte Cristo was one of my most favorite novels during my teenage years . I was skeptical of its yet another remake but decided to give it a try . However , both my husband and I were pleasantly surprised to find a well-directed movie with superior acting by James Caviezel . He 's done a splendid job by portraying first the innocence of happy youth and then becoming the embodiment of righteous , yet calculated revenge . I also really enjoyed the fact that the leading characters were not cast by the `` bigger '' names . Save your time and money -skip Moulin Rouge and see this great movie ! In my opinion , it deserves more attention and praise from critics and the media than it has gotten so far .",f,1
"Based on the Dumas story , this fabulous adventure about a naive , illiterate young man in 19th century France whose fate embroils him in treachery and vengeance , is well written with wit and intelligence , and abridges a complex plot into a cohesive 131 minute film . The location cinematography in Malta and Ireland is spectacular , though my one and only complaint about this film is that occasionally some of the indoor sequences tend to be a little murky . The soundtrack by Edward Shearmur is also top-notch , and adds a lot to the film . < p > The cast : Jim Caviezel brilliantly captures the essence of the Dantes Count character ; believable both as the innocent Edmund and the worldly Count of Monte Cristo , with his swashbuckling prowess and elegant style . Richard Harris as the priest who mentor Dantes is marvelous ; wily and wise , it 's a perfect part for Harris , and he makes the most of it . Other standout performances come from Guy Peerce as Fernand , Michael Wincott as Armand Dorelac , the Warden of d'If , and most of all , Luis Guzman as a very funny Jacopo . < p > This is terrific family viewing , free of the plague of foul language and heavy breathing between the sheets that have made films so tiresome in recent years . This film will feed your brain , delight your eyes , and raise your heartbeat a little with its fast-paced exploits about & quot ; kings and pawns , emperors and fools & quot ; .",f,1
the perfect moviegreat plotexceptional endingmust see movie,m,1
"Do you remember having to read this story in high school literature ? I enjoyed it then and I love it even more now . The movie graphics are so much better than my imagination . It has all of the essentials to satisfy both mine and my husbands movie expectations - romance , intrigue , sword fights , action . Definitely a movie to add to your collection .",f,1
"I 'll admit , I 've not read the original source novel on which this is based the only thing by Dumas I have read , is the classic 'Musketeers ' ; life is too short to read every great novel , try as one might - but having seen this film , I am determined to seek out the text . Judging the film on its own terms , I found this immensely satisfying , and though quite long 131 min , it does not drag for a second . The story itself is really quite something , and no matter how many films you have seen , or books you have read , you will be absolutely bowled over as George Bernard Shaw was by the breadth , depth , simplicity and universality of it . There are some minor faults with the film ; sometimes the dialogue seems a little stilted eg . Guy Pearce , an Australian who has mastered a range of accents , seems a little too much of a cookie-cutter villain : Daniel Day-Lewis did a much better job in 'Gangs of New York ' . There is something faintly unsatisying about the conclusion , no matter how memorable it may be - but even compared with 'Barry Lyndon ' Kubrick , this is still a riveting , assured adaptation . These are very minor quibbles , and I would put this in with some of my favourite films , along with 'Captain Blood ' Errol Flynn , 'Koyanisquaatsi ' , 'New Cinema Paradiso ' and 'Celebration ' aka Festen . Generally , the script is absolutely top notch , full of little throw-away quips and putdowns . The cast is absolutely stunning , especially James Calaziel , absolutely convincing in his metamorphosis from naive youth to cold-blooded avenger . Watch out for Luis Guizman as a scheming pirate . Very highly recommended , for those who seek something a little more high-brow than the standard multiplex schlock .",m,1
"A film by Kevin Reynolds < p > This is the recent film adaptation of Dumas 's classic novel `` The Count of Monte Cristo '' . From the previews and early reviews of the movie I did not expect too much from it , but when someone whose opinion I trust tells me that it is good and that I should watch it , I was willing to give it a chance . Good thing , because this is a pretty good movie . < p > The story , if you are not familiar with the source material , follows Edmond Dantes Jim Caviezel . Dantes , in the film , is a sailor and the film opens with Dantes and his friend Fernand Mondego Guy Pierce trying find refuge on an island because their captain is dying . The island just happens to be the prison island where Napoleon is exiled , and while they get help , Napoleon asks Dantes if he could take a personal , and innocent , letter to a friend . Dantes agrees . Dantes returns to France and does not have a chance to deliver the letter , though we do see his fianc & eacute ; Mercedes Iguanada Dagmara Dominczyk and a little bit of Mondego 's jealousy . Dantes is betrayed and turned into the authorities for treason . That innocent letter that Dantes was to deliver was not so innocent after all . The magistrate has Dantes thrown in prison where he will spend the next several years . < p > This is where the movie truly begins . Dantes was innocent and he was betrayed we soon learn that Mondego is now married to Mercedes , and he wants his revenge , though he has no avenue to pursue his revenge while in prison . While in prison , Dantes meets Abbe Faria Richard Harris , a man who is digging a tunnel slowly , inch by inch to escape . Faria trains Dantes in the sword , teaches him how to read , science , literature , politics , and how to be a noble . He also tells Dantes of a treasure , the treasure of Monte Cristo , that may or may not exist . < p > We would n't have a story if Dantes is unable to escape or pursue his revenge , so I 'm not spoiling anything by revealing that . Dantes sets himself up as the Count of Monte Cristo with the help of a man named Jacopo Luis Guzman . Dantes is now free to pursue his revenge . < p > The story feels like it has been simplified a little bit , but this film is good enough , and slick enough , and entertaining enough , that this is a very enjoyable movie to watch . No film can ever capture the nuance of a novel , especially not a 1000 page novel . With the amount of time allotted this film , `` The Count of Monte Cristo '' succeeds at being an entertaining film .",m,1
"I read the 'Monte Cristo ' book a few months before the movie came out and I adored it , so I was really pumped up to see it on screen . First off , the actors were perfectly casted and the director did a great job adapting the book to film . BUT , I have to take points off for the ending . Whenever a book is made into a movie , the plot is tweaked and molded to be more entertaining visually . My issue was not just that the ending was changed , it was the COMPLETE OPPOSITE of what happened in the book ! It was totally ridiculous ! It was exactly what you would expect to happen , even though it was totally unrealistic . That 's why I gave it only three stars . If you 're speaking in terms of overall cinematic experience , it 's a wonderful film . I suggest that you read the book first , see the movie , and judge for yourself . Or if you 've already seen the film , go read the book anyway and see what you missed .",f,0
I very much enjoyed this iteration of the Count . It was well filmed and well acted . It makes a person think of what they would do if they suddenly got very rich and had blood enemies . Would you seek revenge or would you be fat and rich ? Guy Peirce gives a wonderful performance . Rent this movie you will like it and probably want to purchase it .,m,1
"This movie was truly amazing ! Jim Caviezel was excellent as the count , and you loved to hate Guy Pearce as his friend-gone-enemy . The cenimatography was beautiful , and while it was long , you love every minute of it . There are some well done action sequences with quickened framework that adds to the tension and the adaptation from the novel while forced to leave a lot out , obviously . . . the book is insanely long ! is far better than most works of this sort . It maintains a more comic-book approach to violence and gore the same as Mask Of Zorro , in that they leave a lot of blood and guts out , so if you 're looking for shredded bodies go elsewhere and it 's well worth your while !",m,1
Amazing movie . I saw it in a huge tv screen after hooking up my computer in my tv . The quality was amazing and the speed just perfect like a DVD .,m,1
"BEST MOVIE EVER . Love the book , love the movie . You ca n't go wrong with this classic , so I would definitely recommend it !",m,1
I have always loved this movie and now I can see it on the go ! The picture quality is awesome ! U wo n't regret gettin this movie,f,1
I rented this movie to have a small idea of what it was about because I was monitoring the homework of a 9th . grader tasked with reading the book and answering questions . It seems to have followed the book fairly closely . At least I could ask relative questions . It was well worth the rental fee .,m,1
I have watched this movie numerous times . I have always enjoyed the overall theme of this movie . I will probably watch it again .,m,1
"In this time of fire and explosion oriented blockbuster movies it is indeed refreshing to find a remake of a classic novel of the quality of The Count of Monte Cristo currently available . I happened to nonchalantly choose this film at the DVD outlet as a source of viewing background for an evening of desk work . WRONG ! This superbly made film of the Dumas ' novel is excellent and gripping on every level . The quality of the film , shot in Ireland and Malta , is visually stunning , the story remains true to the original , and the cast is outstanding . James Caviezel makes a star turn in the title role , aided by the always excellent Guy Pearce , the veteran Richard Harris , the here venomous James Frain , a fine and very different role for Luis Guzman , and the elegantly beautiful Dagmara Domincyzk . The movie is beautifully paced , the long prison scenes allow Caviezel and Harris to create tremendous rapport , and the age old theme of REVENGE has rarely been played out so well . This is a beautiful period piece , finely photographed and scored and edited and directed . For a taste of just how exciting the old tales can be visually , treat yourself to an evening with The Count !",m,1
"This is definetly not Dumas Count of Monte Cristo . It does n't follow the book close at times and is far fetched from it at others . It is however a great movie and a great way to introduce this young generation to Dumas . < p > The Count of Monte Cristo tells the tale of Edmund Dantes . A man that is imprisoned for a crime by his best friend Fernand Mondego that he did not commit . He spends 13 years in jail at the Chateau'If . thats not how you spell it but it 's close enough for me It 's there that Edmund meets a fellow prisonman that trains him in literature , economics , and swordplay . Dantes gets out of jail then goes a spree for revenge to get the men who put him jail . < p > This is a great story of revenge . Jim Cavaziel is perfects as Dantes . He does a great job . He has a swagger and plays Edmund great when he poor and when he 's rich . He shows his abilities as a good actor because of the different levels to the character . I 'm really impressed with him and hope to see him more in the future . < p > Guy Pearce is good as Fernadn Mondego . I was first impressed with Pearce in L . A . Confidential . It 's good to see him finally showing his acting abilities again . He plays a great bad guy . You ca n't stand his character and that 's because Pearce plays him so good . < p > This is an awesome tail of revenge . If your a diehard Dumas fan you wo n't like this . I 'd reccommend the Richard Chamberlin version for you . However if you like a fast paced tail of revenge full of swashbuckling this is the film for you . It 's a great action film that reminds us why we go to the movies : To Be Entertained . You 'll like this one .",m,1
"I purchased this dvd for two reasons . One , I 've read the book many times , and it is a classic . I have seen many of the other productions , and I wanted too see how this one compared . Two , I am a BIG fan of Jim Caviezel , and wanted to see his portrayal of the Count . I was not disappointed on either count ! It was timely and acting very well done . I had seen this when it first came out , but seeing Person of Interest every week , I decided to buy the Count . Great dvd fora fan !",f,1
Arrived withing the time period listed . DVD had popped loose from post inside case probably occurred during shipping and disc was slightly scratched . Played fine and have no complaints .,m,1
"I received a copy of this for my birthday , and I love it . This copy is great . The colors seem much more vivid and the sound much better . I think I could watch this over and over but never grow tired of it . Some people have complained about the movie because it does n't follow the book close enough . I agree that it does n't follow the book closely , but that should n't detract from one 's love for the movie . The full book is 1100 pages . It would be impossible to put that into a single movie . They would have to make it 3 separate films like Atlas Shrugged is being done . This one is totally worth it .",m,1
"This is a very good DVD , romantic and somewhat historical . It takes place around the time of Napolean 's exile . I have watched this many times and have shared it with teenagers , who also love it .",f,1
What is so wrong with making a movie and changing the story or plot a little . As if Dumas ' books are sacred writ . . . so many struggle to find any value in an adaptation . If you ask me this movie was far more entertaining than either the book or any of the earlier films of the same title . I enjoy a great rewrite .,m,1
"Great movie ! Enjoyable to watch and see how cleverly the hero exacts his revenge . Not as good as the book but similar . Well made , great acting , one you can watch again and again !",m,1
"This CD was very good . The view of the movie was good , and it came in a timely fashion . I really enjoyed watching this movie . Thank you .",f,1
"I really enjoyed this movie . Does not follow the book really , but thats ok because I felt the movie was better . Overall , very enjoyable .",m,1
"This was the first movie I viewed with Jim Caveizel acting . I thoroughly enjoyed the plot , writing , and acting . It is an excellent story of redemption and justice . It has long been a favorite with our Family !",m,1
"Great Movie , I had seen it years ago and wanted to see it again and it was just as good the secound time around .",f,1
"This is a great movie . My wife watches it over and over , about 7 times now .",m,1
